date,open,high,low,close,volume,return
2022-01-03,4017.461874651153,4017.461874651153,3979.764184846718,4009.9342830602245,71816,
2022-01-04,4000.791597194288,4050.947577017967,3997.8286560283136,4007.168997036801,58785,-0.0006896088135671663
2022-01-05,4014.8127982487968,4045.1293942909265,4008.9531120296983,4020.122767798815,10507,0.0032326489777678713
2022-01-06,4044.3519596627275,4069.1382643374723,3997.0490352000647,4050.5833649269753,76972,0.007577031570316528
2022-01-11,4040.345526240906,4061.178454425687,4032.2411009252946,4045.9002974325085,37151,-0.0011561464294295165
2022-01-12,4034.84368702046,4049.809193932317,4008.6652082784403,4041.217558293525,21618,-0.0011574034935945
2022-01-17,4084.6919799147486,4084.814416589144,4056.5063345202543,4072.801814603673,84286,0.007815529813615107
2022-01-21,4102.355551666629,4102.934251789685,4062.722843278143,4088.150509186731,26122,0.0037685837125742694
2022-01-24,4073.0535585305374,4096.4554508392675,4031.992166010634,4078.761021468032,17354,-0.0022967568580459785
2022-01-25,4081.288666608709,4116.806219178876,4052.892556094992,4089.612222339751,40979,0.0026604159485208445
2022-01-28,4085.058024047366,4093.5402416220722,4037.745380780721,4080.343868483502,96436,-0.0022663160594103005
2022-01-31,4065.507042969287,4080.8544265044675,4028.609969904661,4071.0292734120967,89376,-0.0022827965905890535
2022-02-01,4082.1978370209727,4094.319992867472,4063.076235295999,4075.8685188434174,62774,0.0011887031770874135
2022-02-02,4039.6321441587747,4080.600552648166,4015.2370593127343,4037.6029139502616,15037,-0.009388331521551163
2022-02-03,3987.9471161500287,4010.7572322276524,3987.4119755775523,4003.104557300001,38633,-0.008544266829971225
2022-02-04,4007.333858728482,4016.349392808594,3934.143851934844,3991.8588067151813,34495,-0.0028092572711627684
2022-02-07,3989.5609610394486,3998.743797694233,3966.5346741765497,3971.602184308493,74550,-0.005074483689806897
2022-02-08,3971.7592440555545,3985.2947542394704,3966.3307075035364,3977.8871309603983,91384,0.0015824713453771455
2022-02-09,3955.8496338506143,4008.1800403702546,3936.2412466592173,3959.726649449974,46483,-0.004565358672215414
2022-02-10,3934.3392293305174,3953.429008966277,3906.2026563774175,3931.4805754232684,83373,-0.007133339375996917
2022-02-14,3964.1381187015695,3976.500114520778,3954.0798075736325,3960.7935508016994,44069,0.007455963425502921
2022-02-16,3962.863467518697,3963.088690438052,3932.769532270777,3956.2780247919686,17370,-0.0011400558882491696
2022-02-17,3969.2681954971076,3969.2681954971076,3947.520913772241,3957.6285888857274,81947,0.0003413723922573997
2022-02-21,3927.3641528865173,3937.9436187570395,3906.2266987141975,3929.133625161458,49133,-0.007200009572472799
2022-02-22,3910.2629982255703,3937.4350070137352,3905.0839538877503,3918.2459706709546,10692,-0.002771006417491284
2022-02-23,3906.6712301850066,3934.1741498765487,3895.5481145693475,3920.464422465152,38926,0.0005661849232547755
2022-02-24,3890.1352505172867,3912.7066668802277,3879.4218260802327,3897.444550916706,83984,-0.005871720558548343
2022-02-25,3904.6272415548815,3915.149444835298,3882.789488950486,3904.9585112836194,53390,0.0019279197609485266
2022-02-28,3910.891316120421,3912.7219471029935,3883.253326086095,3892.945737485243,59593,-0.0030762871778700074
2022-03-01,3881.935749499016,3904.4192121696387,3881.3471025901767,3887.1118624893775,85609,-0.0014985759857095715
2022-03-02,3877.3156097611786,3898.7865042856815,3841.1059019521185,3875.0777302447896,15209,-0.0030959058216762925
2022-03-04,3911.959064974241,3938.842936258469,3901.1297609748326,3912.1232939349684,16533,0.009559953701325785
2022-03-07,3923.7372821746903,3927.5726183424904,3905.8492570993744,3911.8533494402095,96597,-6.900204172433089e-05
2022-03-08,3911.860286826715,3911.860286826715,3833.283269040492,3890.699130861092,17211,-0.005407722807948545
2022-03-09,3901.841341373952,3919.495775371182,3879.9106885876718,3907.1500291031552,19927,0.004228262759146562
2022-03-10,3877.8387616785526,3924.4968296396373,3848.4496113286864,3882.733156103735,87463,-0.006249279607270397
2022-03-14,3896.3797476512673,3896.3797476512673,3861.973252534514,3886.91042800383,34594,0.0010758586109704815
2022-03-17,3854.535940422498,3859.7033614485986,3837.104297436432,3847.7170255262345,84852,-0.010083433411591014
2022-03-18,3826.541696666021,3826.541696666021,3780.9808948643636,3821.153304548266,87713,-0.00690376158167072
2022-03-24,3830.929811118908,3836.154124922334,3812.6484198135113,3825.0905292656485,86382,0.0010303760157164277
2022-03-28,3836.266939957686,3860.8586989043974,3827.076676952198,3839.8598608655566,17933,0.0038611717780032695
2022-03-29,3849.193774796279,3880.6134386580875,3837.224813429005,3843.287226489356,50696,0.0008925757053608319
2022-03-31,3852.0612966474205,3867.047909224518,3811.5028831932186,3840.9742608415913,75449,-0.0006018196172855594
2022-04-01,3843.157008741779,3861.3082453613893,3808.022802253588,3834.9521869298055,77616,-0.0015678506292480243
2022-04-05,3810.45448743353,3829.3878989619284,3787.868201372533,3805.381747122457,16089,-0.0077107714427652185
2022-04-06,3801.6516098504544,3830.1971304062013,3759.5999190625876,3790.9848629545627,66548,-0.003783295638809636
2022-04-12,3788.8610719061166,3788.8610719061166,3772.712474787454,3781.772087535367,36123,-0.00243017995382222
2022-04-13,3811.2909665235456,3811.2909665235456,3781.9137607717926,3802.9145320597454,17797,0.005590618375460377
2022-04-14,3816.187941113378,3816.187941113378,3803.5164063588077,3809.7868978511146,60013,0.0018071312761391845
2022-04-18,3772.8549139406914,3802.763660796024,3744.7773320501774,3774.52609474386,18346,-0.009255321636793656
2022-04-19,3782.474910996089,3804.5548368155673,3766.8617410300203,3781.007774131756,95414,0.0017172167379957415
2022-04-20,3783.073508178125,3783.073508178125,3767.449660897198,3773.3061285234294,43672,-0.002036929323715797
2022-04-21,3753.6072338211425,3784.271641112959,3753.6072338211425,3759.7676885173105,27653,-0.0035879516649280907
2022-04-22,3775.6879473828567,3787.0230976929247,3750.0325966500222,3772.0012142941277,59556,0.003253798316895873
2022-04-25,3788.687816620773,3801.412837076022,3742.6834180643546,3792.6212047440467,36140,0.005466591678650268
2022-04-27,3811.534255355719,3836.2677289777134,3794.1128012310646,3811.2468071263706,11184,0.004911010453410469
2022-04-29,3807.2469752879906,3853.5271025219026,3785.2367828163283,3794.4624566619177,44493,-0.004403900170691921
2022-05-02,3790.1891998250926,3806.8357155355116,3759.276630016356,3788.2782091448935,54148,-0.001629808592826243
2022-05-04,3795.367843254526,3812.984991435513,3780.0654288228407,3794.903477772965,34846,0.001748886502601188
2022-05-06,3800.815818905613,3856.027038252541,3771.8833261945747,3814.414380315412,32195,0.005141343556357647
2022-05-09,3812.2934312187786,3820.0549475490056,3787.4366666391834,3804.830895558506,15606,-0.002512439342291173
2022-05-10,3807.572557836641,3833.590886928489,3783.4104682487173,3801.11771602523,13956,-0.0009759118434436997
2022-05-11,3786.739986837663,3786.739986837663,3750.197683363302,3778.9910165451092,26555,-0.005821103457763543
2022-05-12,3751.9891017139657,3779.1243750075546,3737.5799762692313,3755.0668840634958,28690,-0.006330825444376353
2022-05-16,3773.508903788019,3808.5629656711526,3762.626893358263,3771.3174005113797,68502,0.0043276237014182595
2022-05-17,3800.936037919904,3829.740490154477,3781.347307792032,3798.442201082796,58849,0.007192393980877565
2022-05-18,3812.7765314488247,3834.8012892386178,3747.890677509208,3797.0019986511898,36347,-0.0003791560738231059
2022-05-23,3816.1197012851608,3836.915206430468,3794.1313326712875,3817.07265660903,59056,0.005285922410620314
2022-05-25,3827.095592367686,3830.8140498880143,3793.807876284408,3824.3053771099826,73851,0.0018948343800659906
2022-05-27,3817.481947115046,3848.4422982558235,3793.3725421910904,3811.4029820178803,91502,-0.0033737878699040547
